id	제목	제안분류	확신도	구간정밀도	근거	비고
P10440	東征賦 幷序	애상(sympathy)	44	27%	term	
P10441	思舊賦 幷序	한적(tranquility)	50	38%	term	
P10442	竹樓賦	한적(tranquility)	43	27%	term	
P10443	北歸賦	송별(farewell)	66	52%	title	
P10444	夢遊鍊光亭賦	건물(structure)	70	82%	title	
P10445	東林城賦 城在宣川西北	불교(buddhism)	47	27%	term	
P10446	次別知賦寄弔詭石洲二友	송별(farewell)	63	52%	title, term	
P10447	夢歸賦	송별(farewell)	68	52%	title, term	
P10448	續靜姬賦 幷序	애상(sympathy)	51	38%	term	
P10449	毀璧辭 幷序	불교(buddhism)	46	27%	term	
P10450	和陶元亮歸去來辭 幷引	송별(farewell)	59	38%	title, term	악부/제영(확신↓)
P10451	對詰者	한적(tranquility)	41	27%	term	
P10452	譴加林神	애상(sympathy)	59	38%	term	
