id	제목	제안분류	확신도	구간정밀도	근거	비고
P16857	頃擇之惠我燕墨士華又惠官楮寒家一朝遽聚二寶爲幸難喩聊述長句致謝意於二君而又從士華求臨池退毫不已黷乎	(작업자 기입)	-	-	-	-
P16858	次韻呈士華詞伯兼示李擇之	(작업자 기입)	-	-	-	-
P16859	次士華韻題李浩叔遊伽耶山錄後	(작업자 기입)	-	-	-	-
P16860	與止亭夜赴容齋宿明日得詩一篇奉簡二君求和敎	(작업자 기입)	-	-	-	-
P16861	同擇之遊士華北園 白嶽麓也	(작업자 기입)	-	-	-	-
P16862	東江書示擇之	(작업자 기입)	-	-	-	-
P16863	宿觀音窟	(작업자 기입)	-	-	-	-
P16864	夜宿神勒寺乘月飮甓塔下	(작업자 기입)	-	-	-	-
P16865	宿葛山	(작업자 기입)	-	-	-	-
P16866	癸丑移舟	(작업자 기입)	-	-	-	-
P16867	舟次豆彌遇疾風暴雨舟不能進	(작업자 기입)	-	-	-	-
P16868	舟次豆彌遇疾風暴雨舟不能進 其二	(작업자 기입)	-	-	-	-
P16869	廣津渡風雨甚惡力棹泊三田渡晩來波濤稍安乘月下楮子島宿狎鷗亭下曉到漢江下岸	(작업자 기입)	-	-	-	-
P16870	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻	(작업자 기입)	-	-	-	-
P16871	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其二	(작업자 기입)	-	-	-	-
P16872	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其三	(작업자 기입)	-	-	-	-
P16873	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其四	(작업자 기입)	-	-	-	-
P16874	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其五	(작업자 기입)	-	-	-	-
P16875	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其六	(작업자 기입)	-	-	-	-
P16876	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其七	(작업자 기입)	-	-	-	-
P16877	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其八	(작업자 기입)	-	-	-	-
P16878	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其九	(작업자 기입)	-	-	-	-
P16879	同遊李永元得近律一篇有今日蠶頭飮當年赤壁遊之句各占韻 其十	(작업자 기입)	-	-	-	-
P16880	題蠶頭錄後	(작업자 기입)	-	-	-	-
P16881	七月廿五風雨甚急擇之折簡報云吾家釀熟可來一醉否僕促駕赴之善之亦來劇飮至夜乃罷明日寄此詩	(작업자 기입)	-	-	-	-
P16882	容齋先生止酒養明對菊不敢擧杯感歎有寄依韻和答	(작업자 기입)	-	-	-	-
P16883	萬里瀨	(작업자 기입)	-	-	-	-
P16884	萬里瀨 其二	(작업자 기입)	-	-	-	-
P16885	昨日余從寓庵飮夜深乃還擇之已先待于翠軒余醉甚不能對話擇之獨徘徊於黃花靑竹之間留詩掛花枝曉鼓乃去明宵余酒醒菊間得詩寂寂發孤笑因次韻投擇之謝余之慢	(작업자 기입)	-	-	-	-
P16886	昨日余從寓庵飮夜深乃還擇之已先待于翠軒余醉甚不能對話擇之獨徘徊於黃花靑竹之間留詩掛花枝曉鼓乃去明宵余酒醒菊間得詩寂寂發孤笑因次韻投擇之謝余之慢 其二	(작업자 기입)	-	-	-	-
P16887	昨日余從寓庵飮夜深乃還擇之已先待于翠軒余醉甚不能對話擇之獨徘徊於黃花靑竹之間留詩掛花枝曉鼓乃去明宵余酒醒菊間得詩寂寂發孤笑因次韻投擇之謝余之慢 其三	(작업자 기입)	-	-	-	-
P16888	送擇之朝燕	(작업자 기입)	-	-	-	-
P16889	送擇之朝燕 其二	(작업자 기입)	-	-	-	-
P16890	擇之前以唐牋遺我曰得詩一一見寄僕趨衙甚忙顧安有所得今朝偶成二絶錄奉求敎	(작업자 기입)	-	-	-	-
P16891	擇之前以唐牋遺我曰得詩一一見寄僕趨衙甚忙顧安有所得今朝偶成二絶錄奉求敎 其二	(작업자 기입)	-	-	-	-
P16892	士華前枉翠軒讀屈平賈生傳觀可度之畫仁叟之詩數日絶無一句來起我雖云吏曹文墨亂其心淸晨寂夜顧無興乎是似太俗也朝奉淸話乘雨而還偶得小詩奉呈但人不先我我輒冒之無亦過乎	(작업자 기입)	-	-	-	-
P16893	洛河渡頭嶺上	(작업자 기입)	-	-	-	-
P16894	記語	(작업자 기입)	-	-	-	-
P16895	記語 其二	(작업자 기입)	-	-	-	-
P16896	記語 其三	(작업자 기입)	-	-	-	-
P16897	記語 其四	(작업자 기입)	-	-	-	-
P16898	記語 其五	(작업자 기입)	-	-	-	-
P16899	記語 其六	(작업자 기입)	-	-	-	-
P16900	遊遮日巖	(작업자 기입)	-	-	-	-
P16901	遊遮日巖 其二	(작업자 기입)	-	-	-	-
P16902	遊遮日巖 其三	(작업자 기입)	-	-	-	-
P16903	遊遮日巖 其四	(작업자 기입)	-	-	-	-
P16904	遊遮日巖 其五	(작업자 기입)	-	-	-	-
P16905	遊遮日巖 其六	(작업자 기입)	-	-	-	-
P16906	遊遮日巖 其七	(작업자 기입)	-	-	-	-
P16907	遊遮日巖 其八	(작업자 기입)	-	-	-	-
P16908	題壁	(작업자 기입)	-	-	-	-
P16909	夜飮性海窟前嶺忱占韻各賦	(작업자 기입)	-	-	-	-
P16910	庚戌自金灘放舟宿可興倉下	(작업자 기입)	-	-	-	-
P16911	庚戌自金灘放舟宿可興倉下 其二	(작업자 기입)	-	-	-	-
P16912	庚戌自金灘放舟宿可興倉下 其三	(작업자 기입)	-	-	-	-
P16913	庚戌自金灘放舟宿可興倉下 其四	(작업자 기입)	-	-	-	-
